LecturerID,AccountNumber,AccountType,FirstName,MiddleName,LastName,Email,Password,DepartmentID,CoursesTaught
300000061,LEC300000061,Lecturer,Vanessa,Rita,Christensen,Vanessa.Christensen@uwimona.uwi.jm,$RwHuW8Tq8,1001,"['MATH3403', 'EDPH2024']"
300000062,LEC300000062,Lecturer,Virginia,Evelyn,Christensen,Virginia.Christensen@uwimona.uwi.jm,oL+#7YxMi&,1000,"['EDIT3017', 'MDPH6120', 'EDSC2407']"
300000063,LEC300000063,Lecturer,Monique,Meghan,Christensen,Monique.Christensen@uwimona.uwi.jm,r(Y1Y)#uzq,1001,['EDSE2712']
300000064,LEC300000064,Lecturer,Sabrina,Connor,Christensen,Sabrina.Christensen@uwimona.uwi.jm,%uwQDBVyE5,1000,"['ECON3051', 'PHYS2701', 'EDME2202', 'COMP3161', 'EDSS2906']"
300000065,LEC300000065,Lecturer,Madeline,Christy,Christensen,Madeline.Christensen@uwimona.uwi.jm,GESCWHx5#9,1001,"['INFO3180', 'EDSS2903', 'EDEA3305']"
300000066,LEC300000066,Lecturer,Kiara,Clinton,Christensen,Kiara.Christensen@uwimona.uwi.jm,8@7Mnqx4*T,1003,"['INFO3180', 'COMP2120', 'ECON1003', 'EDEA3307']"
300000067,LEC300000067,Lecturer,George,Alexandria,Christensen,George.Christensen@uwimona.uwi.jm,#5%ET+LeTL,1002,"['EDHE2912', 'EDSS3908', 'EDEA3320']"
300000068,LEC300000068,Lecturer,Loretta,Marcia,Christensen,Loretta.Christensen@uwimona.uwi.jm,^mtXJKL$8p,1002,"['ELET2530', 'PHYS2300', 'EDHE3904']"
300000069,LEC300000069,Lecturer,Jenna,Meghan,Christensen,Jenna.Christensen@uwimona.uwi.jm,)dE0TiPtOc,1002,"['ELET1500', 'EDRS3008', 'EDHE3908']"
300000070,LEC300000070,Lecturer,Omar,Sheryl,Christensen,Omar.Christensen@uwimona.uwi.jm,(5&FjAhHV&,1002,"['MDPH6240', 'ECNG1009', 'EDLA3103']"
300000071,LEC300000071,Lecturer,Gerald,Eddie,Christensen,Gerald.Christensen@uwimona.uwi.jm,*mw8F&n3@#,1004,"['MATH3412', 'EDLA3106']"
300000072,LEC300000072,Lecturer,Brent,Marcia,Christensen,Brent.Christensen@uwimona.uwi.jm,+C%ftYpY%1,1004,"['MDPH6150', 'ECON1003', 'EDLA3110']"
300000073,LEC300000073,Lecturer,Candace,Meghan,Christensen,Candace.Christensen@uwimona.uwi.jm,1Jwb6N%zL&,1001,"['SWEN3130', 'EDTL3018', 'EDLA3111']"
300000074,LEC300000074,Lecturer,Alyssa,Glenda,Christensen,Alyssa.Christensen@uwimona.uwi.jm,+71@XbTZnL,1000,"['EDEA3305', 'MDPH6135', 'EDLS3603']"
300000075,LEC300000075,Lecturer,Sergio,Nicolas,Barrett,Sergio.Barrett@uwimona.uwi.jm,^jHKWtPsk7,1003,['EDLS3612']
300000076,LEC300000076,Lecturer,Maria,Chloe,Barrett,Maria.Barrett@uwimona.uwi.jm,^BG!Cw1xx3,1002,"['PHYS1422', 'EDEA3320', 'ECON2020', 'EDMC3020']"
300000077,LEC300000077,Lecturer,Meghan,Elaine,Barrett,Meghan.Barrett@uwimona.uwi.jm,L39Gu(k2$m,1004,['EDMC3202']
300000078,LEC300000078,Lecturer,Courtney,Lee,Barrett,Courtney.Barrett@uwimona.uwi.jm,77+B00Dd_h,1002,['EDME3006']
300000079,LEC300000079,Lecturer,Audrey,Chelsey,Barrett,Audrey.Barrett@uwimona.uwi.jm,kM5MP$c*^&,1000,"['EDEA3305', 'MATH3402', 'EDME3205']"
300000080,LEC300000080,Lecturer,Rhonda,Daisy,Barrett,Rhonda.Barrett@uwimona.uwi.jm,DPpty80qV%,1001,"['EDME2202', 'EDRS3008']"
300000081,LEC300000081,Lecturer,Marissa,Grant,Barrett,Marissa.Barrett@uwimona.uwi.jm,sDLOFTGz^7,1003,"['COMP3652', 'STAT6632', 'SWEN3130', 'EDRS3019']"
300000082,LEC300000082,Lecturer,Michelle,Evelyn,Barrett,Michelle.Barrett@uwimona.uwi.jm,p94S$RjU@$,1001,"['ECON2020', 'EDSC3403']"
300000083,LEC300000083,Lecturer,Danielle,Francis,Barrett,Danielle.Barrett@uwimona.uwi.jm,+8D4m&0s%h,1000,"['MATH2411', 'SWEN2165', 'EDSC3408']"
300000084,LEC300000084,Lecturer,Martha,Marcia,Barrett,Martha.Barrett@uwimona.uwi.jm,%#)1GKu!h&,1001,['EDSC3411']
300000085,LEC300000085,Lecturer,Pam,Darren,Barrett,Pam.Barrett@uwimona.uwi.jm,8$6OTpd1Kl,1004,"['STAT3002', 'MDPH6170', 'ECON3034', 'MATH1142', 'EDSS3908']"
300000086,LEC300000086,Lecturer,Vanessa,Connor,Barrett,Vanessa.Barrett@uwimona.uwi.jm,L(l2I0naA6,1004,"['ELET2410', 'MDPH6115', 'COMP1126']"
300000087,LEC300000087,Lecturer,Virginia,Evelyn,Barrett,Virginia.Barrett@uwimona.uwi.jm,g_KEqyBr)3,1000,"['EDMA3206', 'MATH6622', 'COMP1127']"
300000088,LEC300000088,Lecturer,Monique,Darlene,Barrett,Monique.Barrett@uwimona.uwi.jm,Q8*9gG+)#l,1004,['COMP1161']
300000089,LEC300000089,Lecturer,Sabrina,Lee,Barrett,Sabrina.Barrett@uwimona.uwi.jm,)_uB4rDaz0,1002,['COMP1210']
300000090,LEC300000090,Lecturer,Madeline,Sheryl,Barrett,Madeline.Barrett@uwimona.uwi.jm,QcJFH98z(2,1000,"['ECON1012', 'MATH3424', 'COMP1220']"
300000091,LEC300000091,Lecturer,Kiara,Brad,Barrett,Kiara.Barrett@uwimona.uwi.jm,+)aB9v2D66,1003,"['EDTK2025', 'COMP2201']"
300000092,LEC300000092,Lecturer,George,Dwayne,Barrett,George.Barrett@uwimona.uwi.jm,^$VBnz2gh8,1002,"['EDTL3021', 'INFO3170', 'COMP3702', 'COMP2211']"
300000093,LEC300000093,Lecturer,Loretta,Daisy,Barrett,Loretta.Barrett@uwimona.uwi.jm,Sy6LJ_Dv$#,1003,"['EDMC3204', 'MATH3404', 'EDPS1003', 'COMP2340', 'COMP2120']"
300000094,LEC300000094,Lecturer,Jenna,Lee,Barrett,Jenna.Barrett@uwimona.uwi.jm,44LMyxs3#9,1004,"['PHYS3000', 'COMP2140']"
300000095,LEC300000095,Lecturer,Omar,Alexandria,Barrett,Omar.Barrett@uwimona.uwi.jm,wVv1XT*y9),1002,"['ECON3011', 'COMP2171']"
300000096,LEC300000096,Lecturer,Gerald,Arthur,Barrett,Gerald.Barrett@uwimona.uwi.jm,^i5L4IhCl9,1003,"['ECON3051', 'EDIT3825', 'ECON2020', 'SWEN3165', 'COMP2190']"
300000097,LEC300000097,Lecturer,Brent,Eduardo,Barrett,Brent.Barrett@uwimona.uwi.jm,x)0XgygmS+,1002,"['ECNG1009', 'EDEA3320', 'COMP2340']"
300000098,LEC300000098,Lecturer,Candace,Hunter,Barrett,Candace.Barrett@uwimona.uwi.jm,)fX4QE(eP&,1002,['COMP3101']
300000099,LEC300000099,Lecturer,Alyssa,Gail,Barrett,Alyssa.Barrett@uwimona.uwi.jm,^0XVhXn8^V,1000,['COMP3220']
300000100,LEC300000100,Lecturer,Sergio,Darlene,Cameron,Sergio.Cameron@uwimona.uwi.jm,!eGTa_Pe15,1004,"['MATH6623', 'EDIT3818', 'INFO3110', 'COMP3161']"
300000101,LEC300000101,Lecturer,Maria,Clinton,Cameron,Maria.Cameron@uwimona.uwi.jm,))2VMbq)K$,1000,"['ECON3010', 'COMP3652']"
300000102,LEC300000102,Lecturer,Meghan,Connor,Cameron,Meghan.Cameron@uwimona.uwi.jm,B3R_nAHe$r,1002,['COMP3702']
300000103,LEC300000103,Lecturer,Courtney,Arthur,Cameron,Courtney.Cameron@uwimona.uwi.jm,$0N8ZxEd7F,1003,"['COMP3101', 'MATH3412', 'COMP3801']"
300000104,LEC300000104,Lecturer,Audrey,Sheri,Cameron,Audrey.Cameron@uwimona.uwi.jm,n!e2FhHGKy,1002,"['EDEA2304', 'MATH3402', 'COMP3901']"
300000105,LEC300000105,Lecturer,Rhonda,Isaiah,Cameron,Rhonda.Cameron@uwimona.uwi.jm,z^77CsM+P*,1003,['COMP3911']
300000106,LEC300000106,Lecturer,Marissa,Darlene,Cameron,Marissa.Cameron@uwimona.uwi.jm,^q1YX7Zhdh,1004,"['MDPH6150', 'MATH1152', 'EDLA2105', 'COMP3912']"
300000107,LEC300000107,Lecturer,Michelle,Colin,Cameron,Michelle.Cameron@uwimona.uwi.jm,$*A35sCior,1002,['INFO3105']
300000108,LEC300000108,Lecturer,Danielle,Ethan,Cameron,Danielle.Cameron@uwimona.uwi.jm,%2jFNObk7N,1004,"['MDPH6240', 'INFO3110']"
300000109,LEC300000109,Lecturer,Martha,Clinton,Cameron,Martha.Cameron@uwimona.uwi.jm,&Dj4HvIxug,1002,"['EDRS3019', 'EDSS3908', 'EDEA3308', 'INFO3155']"
300000110,LEC300000110,Lecturer,Pam,Sheri,Cameron,Pam.Cameron@uwimona.uwi.jm,@ebpWdoQ48,1001,"['ELET1500', 'COMP1210', 'COMP3161']"
300000111,LEC300000111,Lecturer,Vanessa,Evelyn,Cameron,Vanessa.Cameron@uwimona.uwi.jm,tr0uB+QIw),1004,"['COMP3912', 'EDMC1001', 'ECON3005', 'SWEN3145', 'INFO3170']"
300000112,LEC300000112,Lecturer,Virginia,Chelsey,Cameron,Virginia.Cameron@uwimona.uwi.jm,W+1FLEt5Y+,1003,"['EDSC3410', 'STAT6632', 'INFO3180']"
300000113,LEC300000113,Lecturer,Monique,Brad,Cameron,Monique.Cameron@uwimona.uwi.jm,4LgS&vZy$_,1002,"['EDSS2904', 'STAT6630', 'COMP1220', 'INFO3435']"
300000114,LEC300000114,Lecturer,Sabrina,Brad,Cameron,Sabrina.Cameron@uwimona.uwi.jm,9q3UEa!2(w,1003,['SWEN2165']
300000115,LEC300000115,Lecturer,Madeline,Gabriela,Cameron,Madeline.Cameron@uwimona.uwi.jm,zM7A)Vdnw_,1000,['SWEN3130']
300000116,LEC300000116,Lecturer,Kiara,Colin,Cameron,Kiara.Cameron@uwimona.uwi.jm,pcR2BOmm_3,1001,"['EDLS3603', 'ECON1004', 'SWEN3145']"
300000117,LEC300000117,Lecturer,George,Herbert,Cameron,George.Cameron@uwimona.uwi.jm,)888v)SeOc,1002,"['EDEA3320', 'COMP2201', 'EDME1103', 'ECON2008', 'SWEN3165']"
300000118,LEC300000118,Lecturer,Loretta,Clinton,Cameron,Loretta.Cameron@uwimona.uwi.jm,^p6Ukj+gj+,1004,"['COMP3161', 'PHYS2200', 'MATH6623', 'SWEN3185']"
300000119,LEC300000119,Lecturer,Jenna,Sheri,Cameron,Jenna.Cameron@uwimona.uwi.jm,&19EcmGhr^,1003,"['EDRS3008', 'ECON2005', 'EDSC3403', 'ELET2450', 'SWEN3920']"
300000120,LEC300000120,Lecturer,Omar,Alec,Cameron,Omar.Cameron@uwimona.uwi.jm,IbTUbHoz&3,1002,"['EDLS2605', 'MATH6623']"
300000121,LEC300000121,Lecturer,Gerald,Bianca,Cameron,Gerald.Cameron@uwimona.uwi.jm,(9Wmv3irA1,1001,['STAT6632']
300000122,LEC300000122,Lecturer,Brent,Beverly,Cameron,Brent.Cameron@uwimona.uwi.jm,J%W43XalW),1003,"['ECON3032', 'MDPH6170', 'SWEN3145', 'STAT6630']"
300000123,LEC300000123,Lecturer,Candace,Alison,Cameron,Candace.Cameron@uwimona.uwi.jm,V)tY0kQb^n,1000,"['ECON3011', 'MDPH6150', 'MDPH6260', 'STAT6631']"
300000124,LEC300000124,Lecturer,Alyssa,Russell,Cameron,Alyssa.Cameron@uwimona.uwi.jm,p5+xUsEN)C,1003,"['COMP1210', 'EDLS3603', 'EDRS3019', 'STAT6631']"
300000125,LEC300000125,Lecturer,Sergio,Ariana,Chambers,Sergio.Chambers@uwimona.uwi.jm,sv4Fx&zyn_,1004,"['COMP3901', 'MATH6629']"
300000126,LEC300000126,Lecturer,Maria,Alexandria,Chambers,Maria.Chambers@uwimona.uwi.jm,t*0Sax^ij),1004,['MATH6633']
300000127,LEC300000127,Lecturer,Meghan,Ariana,Chambers,Meghan.Chambers@uwimona.uwi.jm,)ARYUG8sR8,1004,"['ECON3007', 'MATH6634']"
300000128,LEC300000128,Lecturer,Courtney,Evelyn,Chambers,Courtney.Chambers@uwimona.uwi.jm,G#ZH15oH_H,1004,"['EDMC3201', 'ECON2016', 'ECON3051', 'MATH6628']"
300000129,LEC300000129,Lecturer,Audrey,Darren,Chambers,Audrey.Chambers@uwimona.uwi.jm,##&Xewe4(1,1000,"['ECON2014', 'MATH6622']"
300000130,LEC300000130,Lecturer,Rhonda,Ethan,Chambers,Rhonda.Chambers@uwimona.uwi.jm,@0YVCoIV81,1004,"['EDSS3911', 'PHYS2000', 'MATH6635']"
300000131,LEC300000131,Lecturer,Marissa,Isaiah,Chambers,Marissa.Chambers@uwimona.uwi.jm,(bX+6Ruxh4,1004,"['ECON2023', 'INFO3180', 'INFO3110', 'EDMC3201', 'ECON1000']"
300000132,LEC300000132,Lecturer,Michelle,Daisy,Chambers,Michelle.Chambers@uwimona.uwi.jm,$(6l7Jx48@,1000,"['MATH2420', 'ECON3005', 'ECON1003']"
300000133,LEC300000133,Lecturer,Danielle,Gabriela,Chambers,Danielle.Chambers@uwimona.uwi.jm,%SZ6J8ElvN,1003,"['EDTL3021', 'ECON1003', 'ECON1004']"
300000134,LEC300000134,Lecturer,Martha,Grant,Chambers,Martha.Chambers@uwimona.uwi.jm,$&01WoMIbv,1002,['ECON1005']
300000135,LEC300000135,Lecturer,Pam,Makayla,Chambers,Pam.Chambers@uwimona.uwi.jm,28gZKja7_D,1002,"['ELET2460', 'EDRS2007', 'SWEN3165', 'EDMC2213', 'ECON1012']"
300000136,LEC300000136,Lecturer,Vanessa,Colin,Chambers,Vanessa.Chambers@uwimona.uwi.jm,@1(RTAtff6,1003,"['PHYS2396', 'ECNG1009', 'EDSS3903', 'ECON2000']"
300000137,LEC300000137,Lecturer,Virginia,Clinton,Chambers,Virginia.Chambers@uwimona.uwi.jm,&5Hr%Z%y$N,1002,['ECON2001']
300000138,LEC300000138,Lecturer,Monique,Glenda,Chambers,Monique.Chambers@uwimona.uwi.jm,$5NzJpxY(L,1000,"['ECON2014', 'ECON2002']"
300000139,LEC300000139,Lecturer,Sabrina,Ethan,Chambers,Sabrina.Chambers@uwimona.uwi.jm,)1Tl+CNg4X,1004,"['ELET2450', 'ECON2003']"
300000140,LEC300000140,Lecturer,Madeline,Chase,Chambers,Madeline.Chambers@uwimona.uwi.jm,yU9ZbXoe)Q,1003,"['MATH2401', 'PHYS2600', 'ECON2005']"
300000141,LEC300000141,Lecturer,Kiara,Shari,Chambers,Kiara.Chambers@uwimona.uwi.jm,o0Sn%cd^%R,1000,['ECON2008']
300000142,LEC300000142,Lecturer,George,Melvin,Chambers,George.Chambers@uwimona.uwi.jm,CYme6Ud+r*,1002,"['ECON3051', 'EDMC2214', 'ECON2009']"
300000143,LEC300000143,Lecturer,Loretta,Dwayne,Chambers,Loretta.Chambers@uwimona.uwi.jm,@SdUp2BB0s,1004,"['MDPH6280', 'EDLA3103', 'ECON2010']"
300000144,LEC300000144,Lecturer,Jenna,Rita,Chambers,Jenna.Chambers@uwimona.uwi.jm,j1^e3Tdj8z,1000,"['EDSC2407', 'ECON2014']"
300000145,LEC300000145,Lecturer,Omar,Alec,Chambers,Omar.Chambers@uwimona.uwi.jm,f644bO1k^T,1004,"['COMP3161', 'ELET2450', 'PHYS2671', 'ELET2530', 'ECON2015']"
300000146,LEC300000146,Lecturer,Gerald,Noah,Chambers,Gerald.Chambers@uwimona.uwi.jm,*105awCqS%,1001,"['SWEN3145', 'MDPH6240', 'STAT3001', 'ECON2016']"
